std_smiles,std_units,std_relation,std_values,inchi_key
CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1cnc[nH]1)C(C)C)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCCCN)C(=O)O,ucm/s,<,0.1,MIPNALYNRMMYFE-UHFFFAOYSA-N
CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1c[nH]cn1)C(C)C)C(C)O)C(C)O)C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)O,ucm/s,<,0.1,VBUWHHLIZKOSMS-UHFFFAOYSA-N
CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCCCNC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc2cnc[nH]2)C(C)C)C(C)O)C(C)O)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)N1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCCCN)C(=O)O,ucm/s,<,0.1,FTEBEHTUXBXWJY-UHFFFAOYSA-N
CCC(C)C(NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(C)NC(=O)C1(C)CCCCC=CCCCCC(C)(NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc2cnc[nH]2)C(C)C)C(C)O)C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)N1)C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCCCN)C(=O)O,ucm/s,<,0.1,YAVJPQSJCVVIRR-UHFFFAOYSA-N
CCC(C)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1cnc[nH]1)C(C)C)C(C)O)C(C)O)C(=O)NC(C)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCCCN)C(=O)O)C(C)CC)C(C)C,ucm/s,<,0.1,UXHCWAFKEGDQEH-UHFFFAOYSA-N
C=CCCCC(C)(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)(CCCC=C)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(N)Cc1cnc[nH]1)C(C)C)C(C)O)C(C)O)C(=O)NC(C)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CCCCN)C(=O)O)C(C)CC)C(C)C,ucm/s,<,0.1,XDRXREAVYIGBRF-UHFFFAOYSA-N
Nc1nc(F)nc2c1ncn2C1OC(CO)CC1O,ucm/s,=,3.0,PCVQISHHKVORII-UHFFFAOYSA-N
O=C(O)C1C2CN(c3ccc(C(=O)N4CCC(c5cccnc5)C4)c(SC4CCCC4)n3)CC21,ucm/s,=,2.0,IEXLKXKWZOFZGK-UHFFFAOYSA-N
CCN1CCC(C(=O)NC2(C(=O)O)CCN(Cc3cccc(Oc4ccccc4Cl)c3)CC2)(c2ccccc2)CC1,ucm/s,=,25.0,YGYLUOKAHBFLCH-UHFFFAOYSA-N
COc1ccccc1Oc1cccc(CN2CCC(NC(=O)C3(c4ccccc4)CCNCC3)CC2)c1,ucm/s,=,9.0,DWMQJCAMZAGHHZ-UHFFFAOYSA-N
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,ucm/s,=,42.1,PJVWKTKQMONHTI-UHFFFAOYSA-N
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,ucm/s,=,0.4,VMXUWOKSQNHOCA-UHFFFAOYSA-N
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(Cl)nn2)c1,ucm/s,=,23.2,VBWDRCKNBQGDAI-UHFFFAOYSA-N
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc([S+](C)[O-])cc2)c1,ucm/s,=,25.7,JHIZRRMRTGHHKD-UHFFFAOYSA-N
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(C(=O)Nc2ccc(C#N)cc2)c1,ucm/s,=,19.9,DBRNUXKHLDJKNE-UHFFFAOYSA-N
CC(=O)c1ccc(N(C)S(=O)(=O)c2cccc(C(=O)Nc3ccc(C#N)cc3)c2)cc1,ucm/s,=,13.9,DHFJRLKZNDZRNH-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,32.9,invalid_smiles
invalid_smiles,ucm/s,=,18.0,invalid_smiles
CN(c1ccc(Cl)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(C#N)cc2)c1,ucm/s,=,26.9,DZIORABFFJKMDO-UHFFFAOYSA-N
CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(Br)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,ucm/s,=,4.6,YZTNORYHMSVYPY-UHFFFAOYSA-N
CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(-c2ccccc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,ucm/s,=,21.0,TXYBNSUGKNIMSP-UHFFFAOYSA-N
CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(-c2cccnc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,ucm/s,<,1.0,CLWWQJDXKMLVAQ-UHFFFAOYSA-N
CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(-c2ccncc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,ucm/s,=,1.9,PPMUJDIBBPHXPI-UHFFFAOYSA-N
CNC(=O)C(NC(=O)C(O)(CCCN(Cc1ccc(C#Cc2cccnc2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,ucm/s,=,6.1,ZCXJMFZAKZFEGA-UHFFFAOYSA-N
Cc1ccc(NS(=O)(=O)c2cc3c(cc2F)NC(=O)CC3)cc1Cl,ucm/s,=,6.22,HYOLJEHGMOJMNR-UHFFFAOYSA-N
Cc1ccc(NS(=O)(=O)c2ccc3c(c2)CCC(=O)N3)cc1C,ucm/s,=,14.9,SNFROMRRGGKYTF-UHFFFAOYSA-N
CC(CO)Nc1cc2c(cc1S(=O)(=O)Nc1ccc(F)c(Cl)c1)CCC(=O)N2,ucm/s,=,1.61,CUZDABRLLGGXKI-UHFFFAOYSA-N
O=C1CCc2cc(S(=O)(=O)Nc3ccc(F)c(Cl)c3)c(F)cc2N1,ucm/s,=,9.38,VLIHQHQPGAWJCM-UHFFFAOYSA-N
Cc1ccc(NS(=O)(=O)c2cc3c(cc2NC(C)CO)NC(=O)CC3)cc1Cl,ucm/s,=,1.13,VLRYVDZPCCVRIS-UHFFFAOYSA-N
O=c1cc(COc2cc(Cl)cc(Cl)c2)[nH][nH]1,ucm/s,=,36.7,HTSQRRQNKJNSLH-UHFFFAOYSA-N
O=c1cc(CNc2cc(Cl)cc(Cl)c2)[nH][nH]1,ucm/s,=,0.6,CGMGCTWXFWSVPZ-UHFFFAOYSA-N
CN(Cc1cc(=O)[nH][nH]1)c1cc(Cl)cc(Cl)c1,ucm/s,=,2.2,HAARBNJDPKESSR-UHFFFAOYSA-N
invalid_smiles,ucm/s,=,2.1,invalid_smiles
invalid_smiles,ucm/s,=,1.04,invalid_smiles
invalid_smiles,ucm/s,=,0.21,invalid_smiles
CCOc1ccc(Nc2c(C)c(NC3CCCNC3)nc3ccnn23)cc1,ucm/s,=,28.3,WJOUGMPFYANZMI-UHFFFAOYSA-N
NC1CCC(Nc2cc(Nc3ccc(F)c(Cl)c3)n3nccc3n2)CC1,ucm/s,=,7.1,ZDXQLMBSNKHXCJ-UHFFFAOYSA-N
N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccccc2)cc1,ucm/s,=,2.66,JFHXVIXBGWKRGK-UHFFFAOYSA-N
NC(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCSC1,ucm/s,=,4.56,XMSIQNYEJWCCQP-UHFFFAOYSA-N
N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccc(F)cc2)cc1,ucm/s,=,7.21,CUGCFSZVULKSPS-UHFFFAOYSA-N
N#CC1CCCN1C(=O)C(N)Cc1ccc(-c2ccc(F)cc2F)cc1,ucm/s,=,4.93,VPNXLPFHSPYVQK-UHFFFAOYSA-N
NC(Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1,ucm/s,=,16.81,RGGOWGMGSPCDIV-UHFFFAOYSA-N
CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,ucm/s,=,17.0,LGJRRERRFSZFTJ-UHFFFAOYSA-N
CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,ucm/s,=,25.0,LOBUISIPHBRTPI-UHFFFAOYSA-N
CCNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1,ucm/s,=,1.9,RXVHXNRLCGBOHY-UHFFFAOYSA-N
Cc1oc(-c2ccccc2)nc1COc1ccc(CCC(=O)O)cc1,ucm/s,=,15.2,BVILYIQBHXIHEN-UHFFFAOYSA-N
Cc1ccc(-c2noc(COc3ccc(CCC(=O)O)cc3)n2)cc1,ucm/s,=,27.3,TXJLEBKEZJIHEF-UHFFFAOYSA-N
O=C(O)CCc1ccc(OCc2nc(-c3ccc(Cl)cc3)no2)cc1,ucm/s,=,2.1,LADPDPKGTWEYMD-UHFFFAOYSA-N
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,ucm/s,=,16.0,HWXVIOGONBBTBY-UHFFFAOYSA-N
O=C(Nc1ccc(F)c(C(F)(F)F)c1)Nc1nnc(-c2ccncc2)s1,ucm/s,=,1.0,WMCOYUSJXXCHFH-UHFFFAOYSA-N
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncc1,ucm/s,<,1.0,XQWZTPWKACKUMJ-UHFFFAOYSA-N
CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,25.0,NGGBGFKKADSXPM-UHFFFAOYSA-N
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,24.0,OCXBYYNZEUUCEO-UHFFFAOYSA-N
O=C(NCC(O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,22.0,COTQFOUJZXUUCG-UHFFFAOYSA-N
O=C(NCC(O)c1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,23.0,COTQFOUJZXUUCG-UHFFFAOYSA-N
O=C(NCCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,16.0,TVSDBYTZFAQONZ-UHFFFAOYSA-N
O=C(Nc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,13.0,XILJDMHVCGVOES-UHFFFAOYSA-N
O=C(NCCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,13.0,ZSWOIVIXCCZNJP-UHFFFAOYSA-N
Cc1cc(C(=O)N2CCN(c3ccc(C(=O)NCCC4CC4)nn3)CC2)c(C(F)(F)F)o1,ucm/s,=,21.0,KJMXCRFBUNSWBZ-UHFFFAOYSA-N
O=C(NCc1ccccc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,34.0,CKIBNNYWZAXTRH-UHFFFAOYSA-N
O=C(NCc1ccc(C(F)(F)F)o1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,18.0,DKACSJZPBDPRDC-UHFFFAOYSA-N
O=C(CNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1)c1ccccc1,ucm/s,=,22.0,IJDYQKWQIBEHBO-UHFFFAOYSA-N
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(F)ccc3Cl)CC2)nn1,ucm/s,=,28.0,LMLXNRYGWLSELC-UHFFFAOYSA-N
CCCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,20.0,BMWFXJOQYUAESO-UHFFFAOYSA-N
Cc1ccc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)o1,ucm/s,=,25.0,CFQCWHCUFFJKDW-UHFFFAOYSA-N
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(F)ccc3C(F)(F)F)CC2)nn1,ucm/s,=,30.0,QMZSSLLJQUFMHM-UHFFFAOYSA-N
O=C(NCCCC1CC1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,32.0,ALNBEEWFQUYNMP-UHFFFAOYSA-N
O=C(Nc1nc2ccccc2[nH]1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,25.0,SLQTUMVIMBTKIA-UHFFFAOYSA-N
O=C(NCc1nccs1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,29.0,NJJGBNUYIOHKAB-UHFFFAOYSA-N
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cc(Cl)ccc3C(F)(F)F)CC2)nn1,ucm/s,=,32.0,XRUGFRWMDURAFZ-UHFFFAOYSA-N
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3cccc(F)c3C(F)(F)F)CC2)nn1,ucm/s,=,20.0,AHPITNKHMUCYLX-UHFFFAOYSA-N
O=C(NCCC1CC1)c1ccc(N2CCN(C(=O)c3ccc(F)cc3C(F)(F)F)CC2)nn1,ucm/s,=,22.0,RXBOSKCKGPDBKY-UHFFFAOYSA-N
CCCCCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,22.0,NCJMWOVOUKBBEF-UHFFFAOYSA-N
O=C(Nc1ccc(Cl)cc1)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,ucm/s,=,2.0,ROYPFGQMSMXLRB-UHFFFAOYSA-N
C=C1CCC=C(C(=O)O)CC(O)C2C1CC2(C)C,ucm/s,=,4.68,LMJMJHGFJXZGDE-UHFFFAOYSA-N
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,ucm/s,=,3.2,XSMSNFMDVXXHGJ-UHFFFAOYSA-N
CCCC(CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,ucm/s,<,1.0,FEIWTOVFMGPLGF-UHFFFAOYSA-N
CCCC(CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,ucm/s,=,9.0,FWXXCSISWQQOGS-UHFFFAOYSA-N
CCCC(CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,ucm/s,=,6.0,WRLJDWUKTUNXCU-UHFFFAOYSA-N
CC1CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(O)C(C)(C(=O)O)C5CCC43C)C2C1C,ucm/s,=,3.2,YIMHGPSYDOGBPI-UHFFFAOYSA-N
CC(=O)OC1CCC2(C)C(CCC3(C)C2C(=O)C=C2C4C(C)C(C)CCC4(C)CCC23C)C1(C)C(=O)O,ucm/s,=,2.8,HMMGKOVEOFBCAU-UHFFFAOYSA-N
COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,ucm/s,=,5.3,AXRYRYVKAWYZBR-UHFFFAOYSA-N
CCn1cc(C2(c3cccc(-c4cncc(F)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,ucm/s,=,9.8,FLNASPMZRNYEQE-UHFFFAOYSA-N
CCn1cc(C2(c3cccc(C#CC4CC4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,ucm/s,=,12.0,MTNHQSSEAULFMW-UHFFFAOYSA-N
CCn1cc(C2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,ucm/s,=,9.3,ZHBQVFWGAQTZHO-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2ccccc21,ucm/s,=,0.13,JLXRYBDDOAPKHW-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,ucm/s,=,34.0,MRXBCEQZNKUUIP-UHFFFAOYSA-N
NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,ucm/s,=,12.0,JTYGZAPMRYLRCN-UHFFFAOYSA-N
NC1=NC(c2ccncc2)(c2cccc(-c3cncc(F)c3)c2)c2cccc(F)c21,ucm/s,=,24.0,HLWMPHXAKRXVIS-UHFFFAOYSA-N
NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,ucm/s,=,30.0,UDQUVXUVXUGJFO-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cc(F)cc(F)c21,ucm/s,=,37.0,XCGKBIOLPVAHCG-UHFFFAOYSA-N
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1,ucm/s,=,12.0,SMSWJWMOZMPDKT-UHFFFAOYSA-N
CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cc(F)cc43)c2)c1,ucm/s,=,8.9,MAXMBSSGZYMDKT-UHFFFAOYSA-N
NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21,ucm/s,=,22.0,JTYGZAPMRYLRCN-UHFFFAOYSA-N
COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)nc1C,ucm/s,=,33.0,DJUIWDIVXGOXBA-UHFFFAOYSA-N
CC#Cc1cncc(-c2cccc(C3(c4cc(C)c(=O)n(CC)c4)N=C(N)c4c(F)cccc43)c2)c1,ucm/s,=,11.0,TUGLMYZSOPKJOA-UHFFFAOYSA-N
NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,ucm/s,=,3.4,AQKMASIJQXIOKJ-UHFFFAOYSA-N
CCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,ucm/s,=,3.7,GTKXPBNPVIGANR-UHFFFAOYSA-N
CC#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,ucm/s,=,4.7,JHBVXZXFCJIAJZ-UHFFFAOYSA-N
CCn1cc(C2(c3cccc(-c4cncc(C#N)c4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,ucm/s,=,5.1,VAUWUKVZPXCDOH-UHFFFAOYSA-N
NC1=NC(c2ccnc(C(F)(F)F)c2)(c2ccc(F)c(-c3cncnc3)c2)c2cccc(F)c21,ucm/s,=,25.0,UDQUVXUVXUGJFO-UHFFFAOYSA-N
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc(C)n1,ucm/s,=,19.0,VBXIQPLJRJDWHB-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)F)c2)c2cccc(F)c21,ucm/s,=,27.0,MRXBCEQZNKUUIP-UHFFFAOYSA-N
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O,ucm/s,=,1.7,PWBMZGIIIRTNKV-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C3CC3)c2)c2cccc(F)c21,ucm/s,=,42.0,HLZIYZMSCOXBTI-UHFFFAOYSA-N
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,ucm/s,=,39.0,KJPBADHCKFUMIL-UHFFFAOYSA-N
N#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,ucm/s,=,16.0,LWWIAXXIXLRNGA-UHFFFAOYSA-N
COc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1,ucm/s,=,21.0,OJAQXSAISVSZNQ-UHFFFAOYSA-N
COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cc1C#N,ucm/s,=,23.0,YFSROEJZFCNGBG-UHFFFAOYSA-N
Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1,ucm/s,=,0.9,YOPFAMROKXHVCQ-UHFFFAOYSA-N
O=c1cc(COc2cc(Cl)cc(Cl)c2)[nH][nH]1,ucm/s,=,36.7,HTSQRRQNKJNSLH-UHFFFAOYSA-N
O=c1cc(COc2ccc(Cl)cc2)[nH][nH]1,ucm/s,=,43.0,KRUNKQITSQEHEM-UHFFFAOYSA-N
O=c1cc(CS(=O)(=O)c2cc(Cl)cc(Cl)c2)[nH][nH]1,ucm/s,=,27.0,ZEKZANLHBWYBSY-UHFFFAOYSA-N
O=C(N1CCCCC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,ucm/s,=,31.7,QEKKZTBXSULKCC-UHFFFAOYSA-N
COc1ccc2c(n1)C1(CO2)C(=O)N(Cc2ccc(C(F)(F)F)o2)c2ccccc21,ucm/s,=,9.1,KFNVAIUTZXCDKO-UHFFFAOYSA-N
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CCCCN)N(C)C(=O)C(CC(C)C)N(C)C1=O,ucm/s,=,0.09,RWNLUKVANLYQJM-UHFFFAOYSA-N
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(=O)O)N(C)C(=O)C(CC(C)C)N(C)C1=O,ucm/s,=,0.36,GVROBQYGBVICFX-UHFFFAOYSA-N
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C1=O,ucm/s,=,4.85,JULHAFBSUUZGPO-UHFFFAOYSA-N
CC(C)CC1NC(=O)C(Cc2ccc(O)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CO)N(C)C(=O)C(CC(C)C)N(C)C1=O,ucm/s,=,3.3,JTGDNQMBWVBHHI-UHFFFAOYSA-N
CNC(=O)c1cc(Oc2ccc3c(c2)nc(Nc2cccc(C(C)(C)C)c2)n3C)ccn1,ucm/s,<,1.0,SILANKVZJSUJHJ-UHFFFAOYSA-N
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(OC(F)(F)F)cc4)ncc3c2)ccn1,ucm/s,<,1.0,QYLKLGMZRAJRJK-UHFFFAOYSA-N
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(C(C)(C)C)c4)cnc3c2)ccn1,ucm/s,<,1.0,RMPZMQHKGMSUFK-UHFFFAOYSA-N
CNC(=O)c1cc(Oc2ccc3nc(Nc4ccccc4Br)ncc3c2)ccn1,ucm/s,<,1.0,FYELXWREZWNTLN-UHFFFAOYSA-N
CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(Cl)c4)ncc3c2)ccn1,ucm/s,<,1.0,REQVMWVHXFIMFC-UHFFFAOYSA-N
